student_id,test_id,question_id,topic,subskill,difficulty,correct_answer,answer_given,is_correct,error_type,time_seconds,confidence
student_0029,test_03,test_03_q_14,Funzioni,composizione,4,10.65,8.07,0,formula,66.11,1
student_0029,test_03,test_03_q_15,Funzioni,dominio,4,4.08,4.08,1,none,63.69,2
student_0029,test_03,test_03_q_16,Fisica_Energia,lavoro,1,6.37,6.37,1,none,43.89,3
student_0029,test_03,test_03_q_17,Derivate,prodotto,2,14.19,8.58,0,formula,49.07,2
student_0029,test_03,test_03_q_18,Fisica_Energia,conservazione,2,14.66,10.34,0,concetto,39.07,2
student_0029,test_03,test_03_q_19,Fisica_Dinamica,newton,4,9.8,0.17,0,concetto,42.73,2
student_0029,test_03,test_03_q_20,Derivate,catena,5,12.23,8.32,0,algebra,60.46,2
student_0029,test_03,test_03_q_21,Derivate,regole_base,2,3.61,3.61,1,none,46.52,3
student_0029,test_03,test_03_q_22,Derivate,regole_base,5,17.9,22.14,0,formula,57.21,2
student_0029,test_03,test_03_q_23,Fisica_Energia,conservazione,2,11.43,11.43,1,none,41.73,3
student_0029,test_03,test_03_q_24,Fisica_Energia,energia_cinetica,2,11.1,11.1,1,none,35.93,3
student_0029,test_03,test_03_q_25,Funzioni,grafico,3,12.14,-12.14,0,segno,57.01,1
student_0030,test_01,test_01_q_01,Algebra,equazioni_lineari,4,13.75,14.57,0,distrazione,56.8,3
student_0030,test_01,test_01_q_02,Derivate,regole_base,4,0.24,0.24,1,none,63.74,3
student_0030,test_01,test_01_q_03,Derivate,catena,4,8.42,8.42,1,none,65.37,3
student_0030,test_01,test_01_q_04,Fisica_Dinamica,attrito,1,5.73,5.73,1,none,20.47,3
student_0030,test_01,test_01_q_05,Derivate,prodotto,1,10.33,10.33,1,none,29.21,3
student_0030,test_01,test_01_q_06,Fisica_Energia,energia_cinetica,5,12.34,18.71,0,concetto,57.74,2
student_0030,test_01,test_01_q_07,Derivate,regole_base,1,5.21,5.21,1,none,31.78,3
student_0030,test_01,test_01_q_08,Derivate,catena,5,9.75,15.37,0,concetto,37.62,3
student_0030,test_01,test_01_q_09,Algebra,equazioni_lineari,4,16.11,-16.11,0,segno,50.61,3
student_0030,test_01,test_01_q_10,Funzioni,grafico,5,7.86,5.96,0,algebra,74.22,2
student_0030,test_01,test_01_q_11,Fisica_Dinamica,newton,2,11.83,11.83,1,none,45.09,3
student_0030,test_01,test_01_q_12,Derivate,prodotto,1,12.15,12.15,1,none,26.51,3
student_0030,test_01,test_01_q_13,Fisica_Energia,conservazione,2,7.44,13.67,0,concetto,43.92,2
student_0030,test_01,test_01_q_14,Fisica_Energia,conservazione,2,13.08,12.56,0,concetto,39.46,2
student_0030,test_01,test_01_q_15,Fisica_Dinamica,newton,3,5.8,5.8,1,none,52.54,3
student_0030,test_01,test_01_q_16,Algebra,segni,2,13.25,13.25,1,none,30.07,4
student_0030,test_01,test_01_q_17,Fisica_Energia,energia_cinetica,1,4.14,4.14,1,none,45.57,3
student_0030,test_01,test_01_q_18,Fisica_Energia,lavoro,2,6.67,10.39,0,distrazione,34.53,2
student_0030,test_01,test_01_q_19,Derivate,catena,5,11.09,12.48,0,formula,64.85,3
student_0030,test_01,test_01_q_20,Funzioni,dominio,4,11.12,7.44,0,formula,57.05,2
student_0030,test_01,test_01_q_21,Fisica_Energia,lavoro,5,11.45,13.52,0,concetto,67.9,2
student_0030,test_01,test_01_q_22,Algebra,equazioni_lineari,4,2.71,2.71,1,none,40.97,4
student_0030,test_01,test_01_q_23,Funzioni,composizione,3,6.81,6.81,1,none,61.65,2
student_0030,test_01,test_01_q_24,Derivate,regole_base,1,17.47,17.47,1,none,21.85,3
student_0030,test_01,test_01_q_25,Derivate,catena,4,1.59,1.59,1,none,51.21,3
student_0030,test_02,test_02_q_01,Derivate,regole_base,4,10.81,7.17,0,formula,54.51,3
student_0030,test_02,test_02_q_02,Derivate,prodotto,1,13.97,13.97,1,none,20.64,3
student_0030,test_02,test_02_q_03,Derivate,prodotto,1,7.69,7.69,1,none,33.36,3
student_0030,test_02,test_02_q_04,Fisica_Energia,lavoro,2,3.62,3.62,1,none,41.87,3
student_0030,test_02,test_02_q_05,Derivate,regole_base,2,5.4,5.4,1,none,32.92,3
student_0030,test_02,test_02_q_06,Fisica_Energia,lavoro,5,13.45,-13.45,0,segno,64.43,2
student_0030,test_02,test_02_q_07,Funzioni,dominio,3,10.79,-10.79,0,segno,49.5,2
student_0030,test_02,test_02_q_08,Fisica_Energia,energia_cinetica,3,12.28,9.06,0,formula,77.43,2
student_0030,test_02,test_02_q_09,Derivate,regole_base,1,8.18,7.05,0,formula,26.53,3
student_0030,test_02,test_02_q_10,Algebra,frazioni,4,12.43,12.43,1,none,47.13,4
student_0030,test_02,test_02_q_11,Fisica_Dinamica,forze,1,10.06,13.46,0,concetto,42.7,3
student_0030,test_02,test_02_q_12,Fisica_Energia,lavoro,3,13.33,12.54,0,formula,60.75,2
student_0030,test_02,test_02_q_13,Fisica_Dinamica,newton,2,7.88,8.88,0,formula,42.07,3
student_0030,test_02,test_02_q_14,Fisica_Dinamica,attrito,4,2.76,-4.75,0,concetto,50.57,3
student_0030,test_02,test_02_q_15,Funzioni,grafico,1,5.01,6.69,0,algebra,46.05,2
student_0030,test_02,test_02_q_16,Funzioni,composizione,3,8.11,8.11,1,none,53.65,2
student_0030,test_02,test_02_q_17,Fisica_Dinamica,forze,5,8.22,6.67,0,formula,56.1,3
student_0030,test_02,test_02_q_18,Funzioni,composizione,4,8.97,8.97,1,none,54.63,2
student_0030,test_02,test_02_q_19,Derivate,regole_base,1,8.3,8.23,0,formula,32.95,3
student_0030,test_02,test_02_q_20,Algebra,segni,4,12.17,11.6,0,distrazione,51.53,3
student_0030,test_02,test_02_q_21,Funzioni,composizione,3,7.03,8.26,0,concetto,57.13,2
student_0030,test_02,test_02_q_22,Derivate,catena,1,7.35,7.35,1,none,39.49,3
student_0030,test_02,test_02_q_23,Fisica_Dinamica,attrito,3,10.11,10.11,1,none,41.25,3
student_0030,test_02,test_02_q_24,Algebra,scomposizione,1,4.88,4.88,1,none,24.66,4
student_0030,test_02,test_02_q_25,Fisica_Dinamica,forze,3,11.1,11.1,1,none,38.08,3
student_0030,test_03,test_03_q_01,Algebra,segni,1,11.78,11.78,1,none,43.28,4
student_0030,test_03,test_03_q_02,Funzioni,composizione,1,4.06,4.06,1,none,38.35,2
student_0030,test_03,test_03_q_03,Fisica_Dinamica,newton,2,8.05,8.05,1,none,47.04,3
student_0030,test_03,test_03_q_04,Fisica_Energia,energia_cinetica,2,13.18,13.18,1,none,50.91,3
student_0030,test_03,test_03_q_05,Funzioni,dominio,1,4.92,4.92,1,none,40.44,2
student_0030,test_03,test_03_q_06,Fisica_Energia,energia_cinetica,4,14.19,18.06,0,distrazione,63.28,2
student_0030,test_03,test_03_q_07,Funzioni,grafico,4,12.07,11.17,0,distrazione,49.51,2
student_0030,test_03,test_03_q_08,Derivate,regole_base,3,-0.66,-0.66,1,none,41.05,3
student_0030,test_03,test_03_q_09,Fisica_Energia,lavoro,5,7.92,-1.46,0,concetto,60.27,2
student_0030,test_03,test_03_q_10,Funzioni,composizione,3,9.3,-9.3,0,segno,57.52,2
student_0030,test_03,test_03_q_11,Funzioni,composizione,1,9.21,9.21,1,none,44.47,2
student_0030,test_03,test_03_q_12,Fisica_Energia,lavoro,3,1.63,2.31,0,concetto,40.98,2
student_0030,test_03,test_03_q_13,Fisica_Dinamica,forze,1,11.4,11.4,1,none,27.42,3
student_0030,test_03,test_03_q_14,Funzioni,composizione,4,10.65,17.03,0,concetto,49.56,2
student_0030,test_03,test_03_q_15,Funzioni,dominio,4,4.08,5.18,0,formula,71.87,2
student_0030,test_03,test_03_q_16,Fisica_Energia,lavoro,1,6.37,4.31,0,formula,47.71,2
student_0030,test_03,test_03_q_17,Derivate,prodotto,2,14.19,14.19,1,none,42.45,3
student_0030,test_03,test_03_q_18,Fisica_Energia,conservazione,2,14.66,14.66,1,none,36.03,3
student_0030,test_03,test_03_q_19,Fisica_Dinamica,newton,4,9.8,9.8,1,none,40.79,3
student_0030,test_03,test_03_q_20,Derivate,catena,5,12.23,12.23,1,none,62.19,3
student_0030,test_03,test_03_q_21,Derivate,regole_base,2,3.61,0.76,0,concetto,31.36,3
student_0030,test_03,test_03_q_22,Derivate,regole_base,5,17.9,17.9,1,none,55.75,3
student_0030,test_03,test_03_q_23,Fisica_Energia,conservazione,2,11.43,11.43,1,none,58.39,3
student_0030,test_03,test_03_q_24,Fisica_Energia,energia_cinetica,2,11.1,11.1,1,none,56.13,3
student_0030,test_03,test_03_q_25,Funzioni,grafico,3,12.14,19.24,0,concetto,61.36,2
student_0031,test_01,test_01_q_01,Algebra,equazioni_lineari,4,13.75,-13.75,0,segno,53.88,2
student_0031,test_01,test_01_q_02,Derivate,regole_base,4,0.24,-0.24,0,segno,60.73,2
student_0031,test_01,test_01_q_03,Derivate,catena,4,8.42,7.66,0,formula,55.43,2
student_0031,test_01,test_01_q_04,Fisica_Dinamica,attrito,1,5.73,5.73,1,none,39.54,3
student_0031,test_01,test_01_q_05,Derivate,prodotto,1,10.33,10.33,1,none,33.66,3
student_0031,test_01,test_01_q_06,Fisica_Energia,energia_cinetica,5,12.34,8.65,0,concetto,52.8,3
student_0031,test_01,test_01_q_07,Derivate,regole_base,1,5.21,5.21,1,none,31.18,3
student_0031,test_01,test_01_q_08,Derivate,catena,5,9.75,8.43,0,distrazione,60.48,2
student_0031,test_01,test_01_q_09,Algebra,equazioni_lineari,4,16.11,16.98,0,concetto,51.21,2
student_0031,test_01,test_01_q_10,Funzioni,grafico,5,7.86,6.81,0,formula,58.35,2
student_0031,test_01,test_01_q_11,Fisica_Dinamica,newton,2,11.83,11.83,1,none,39.35,3
student_0031,test_01,test_01_q_12,Derivate,prodotto,1,12.15,12.15,1,none,25.9,3
student_0031,test_01,test_01_q_13,Fisica_Energia,conservazione,2,7.44,7.44,1,none,29.14,4
student_0031,test_01,test_01_q_14,Fisica_Energia,conservazione,2,13.08,13.08,1,none,16.16,4
student_0031,test_01,test_01_q_15,Fisica_Dinamica,newton,3,5.8,10.78,0,concetto,59.61,2
student_0031,test_01,test_01_q_16,Algebra,segni,2,13.25,13.25,1,none,50.3,3
student_0031,test_01,test_01_q_17,Fisica_Energia,energia_cinetica,1,4.14,4.14,1,none,23.39,4
student_0031,test_01,test_01_q_18,Fisica_Energia,lavoro,2,6.67,6.67,1,none,37.15,4
student_0031,test_01,test_01_q_19,Derivate,catena,5,11.09,9.87,0,formula,56.63,2
student_0031,test_01,test_01_q_20,Funzioni,dominio,4,11.12,11.12,1,none,66.18,3
student_0031,test_01,test_01_q_21,Fisica_Energia,lavoro,5,11.45,11.38,0,algebra,41.65,3
student_0031,test_01,test_01_q_22,Algebra,equazioni_lineari,4,2.71,4.81,0,algebra,42.2,2
student_0031,test_01,test_01_q_23,Funzioni,composizione,3,6.81,6.81,1,none,44.22,3
student_0031,test_01,test_01_q_24,Derivate,regole_base,1,17.47,17.47,1,none,40.59,3
student_0031,test_01,test_01_q_25,Derivate,catena,4,1.59,2.0,0,formula,52.78,2
student_0031,test_02,test_02_q_01,Derivate,regole_base,4,10.81,10.81,1,none,44.05,3
student_0031,test_02,test_02_q_02,Derivate,prodotto,1,13.97,13.97,1,none,32.73,3
student_0031,test_02,test_02_q_03,Derivate,prodotto,1,7.69,6.49,0,formula,32.37,2
student_0031,test_02,test_02_q_04,Fisica_Energia,lavoro,2,3.62,3.62,1,none,46.52,4
student_0031,test_02,test_02_q_05,Derivate,regole_base,2,5.4,5.4,1,none,41.82,3
student_0031,test_02,test_02_q_06,Fisica_Energia,lavoro,5,13.45,10.45,0,formula,56.67,3
student_0031,test_02,test_02_q_07,Funzioni,dominio,3,10.79,-10.79,0,segno,35.97,2
student_0031,test_02,test_02_q_08,Fisica_Energia,energia_cinetica,3,12.28,7.92,0,concetto,33.07,3
student_0031,test_02,test_02_q_09,Derivate,regole_base,1,8.18,8.18,1,none,24.85,3
student_0031,test_02,test_02_q_10,Algebra,frazioni,4,12.43,7.82,0,formula,57.69,2
student_0031,test_02,test_02_q_11,Fisica_Dinamica,forze,1,10.06,9.09,0,concetto,42.94,2
student_0031,test_02,test_02_q_12,Fisica_Energia,lavoro,3,13.33,13.33,1,none,30.37,4
student_0031,test_02,test_02_q_13,Fisica_Dinamica,newton,2,7.88,7.88,1,none,33.33,3
student_0031,test_02,test_02_q_14,Fisica_Dinamica,attrito,4,2.76,3.91,0,distrazione,44.15,2
student_0031,test_02,test_02_q_15,Funzioni,grafico,1,5.01,5.01,1,none,16.29,3
student_0031,test_02,test_02_q_16,Funzioni,composizione,3,8.11,8.11,1,none,54.27,3
student_0031,test_02,test_02_q_17,Fisica_Dinamica,forze,5,8.22,5.89,0,formula,73.11,2
student_0031,test_02,test_02_q_18,Funzioni,composizione,4,8.97,12.58,0,algebra,50.42,2
student_0031,test_02,test_02_q_19,Derivate,regole_base,1,8.3,8.3,1,none,30.96,3
student_0031,test_02,test_02_q_20,Algebra,segni,4,12.17,10.22,0,formula,49.76,2
student_0031,test_02,test_02_q_21,Funzioni,composizione,3,7.03,7.03,1,none,54.4,3
student_0031,test_02,test_02_q_22,Derivate,catena,1,7.35,5.98,0,concetto,29.6,2
student_0031,test_02,test_02_q_23,Fisica_Dinamica,attrito,3,10.11,11.4,0,concetto,47.86,2
student_0031,test_02,test_02_q_24,Algebra,scomposizione,1,4.88,4.88,1,none,40.45,3
student_0031,test_02,test_02_q_25,Fisica_Dinamica,forze,3,11.1,14.06,0,concetto,46.41,2
student_0031,test_03,test_03_q_01,Algebra,segni,1,11.78,11.78,1,none,47.23,3
student_0031,test_03,test_03_q_02,Funzioni,composizione,1,4.06,4.06,1,none,46.63,3
student_0031,test_03,test_03_q_03,Fisica_Dinamica,newton,2,8.05,2.17,0,concetto,25.72,2
student_0031,test_03,test_03_q_04,Fisica_Energia,energia_cinetica,2,13.18,13.18,1,none,37.53,4
student_0031,test_03,test_03_q_05,Funzioni,dominio,1,4.92,4.92,1,none,45.2,3
student_0031,test_03,test_03_q_06,Fisica_Energia,energia_cinetica,4,14.19,17.34,0,concetto,37.63,3
student_0031,test_03,test_03_q_07,Funzioni,grafico,4,12.07,15.81,0,formula,62.58,2
student_0031,test_03,test_03_q_08,Derivate,regole_base,3,-0.66,-0.66,1,none,46.82,3
student_0031,test_03,test_03_q_09,Fisica_Energia,lavoro,5,7.92,12.5,0,concetto,39.09,3
student_0031,test_03,test_03_q_10,Funzioni,composizione,3,9.3,9.3,1,none,49.72,3
student_0031,test_03,test_03_q_11,Funzioni,composizione,1,9.21,9.21,1,none,31.22,3
student_0031,test_03,test_03_q_12,Fisica_Energia,lavoro,3,1.63,1.06,0,formula,40.35,3
student_0031,test_03,test_03_q_13,Fisica_Dinamica,forze,1,11.4,11.4,1,none,30.98,3
student_0031,test_03,test_03_q_14,Funzioni,composizione,4,10.65,-10.65,0,segno,56.17,2
student_0031,test_03,test_03_q_15,Funzioni,dominio,4,4.08,4.08,1,none,59.32,3
student_0031,test_03,test_03_q_16,Fisica_Energia,lavoro,1,6.37,6.37,1,none,38.0,4
student_0031,test_03,test_03_q_17,Derivate,prodotto,2,14.19,-14.19,0,segno,36.13,2
student_0031,test_03,test_03_q_18,Fisica_Energia,conservazione,2,14.66,14.66,1,none,46.43,4
student_0031,test_03,test_03_q_19,Fisica_Dinamica,newton,4,9.8,10.89,0,concetto,35.9,2
student_0031,test_03,test_03_q_20,Derivate,catena,5,12.23,13.53,0,formula,58.83,2
student_0031,test_03,test_03_q_21,Derivate,regole_base,2,3.61,-3.61,0,segno,43.9,2
student_0031,test_03,test_03_q_22,Derivate,regole_base,5,17.9,18.31,0,formula,56.56,2
student_0031,test_03,test_03_q_23,Fisica_Energia,conservazione,2,11.43,3.86,0,concetto,21.85,3
student_0031,test_03,test_03_q_24,Fisica_Energia,energia_cinetica,2,11.1,11.1,1,none,48.7,4
student_0031,test_03,test_03_q_25,Funzioni,grafico,3,12.14,10.6,0,distrazione,32.68,2
student_0032,test_01,test_01_q_01,Algebra,equazioni_lineari,4,13.75,13.75,1,none,39.04,4
student_0032,test_01,test_01_q_02,Derivate,regole_base,4,0.24,-2.91,0,concetto,52.99,2
student_0032,test_01,test_01_q_03,Derivate,catena,4,8.42,10.2,0,distrazione,54.82,2
student_0032,test_01,test_01_q_04,Fisica_Dinamica,attrito,1,5.73,5.73,1,none,26.16,2
student_0032,test_01,test_01_q_05,Derivate,prodotto,1,10.33,10.33,1,none,40.38,3
student_0032,test_01,test_01_q_06,Fisica_Energia,energia_cinetica,5,12.34,12.34,1,none,48.78,3
student_0032,test_01,test_01_q_07,Derivate,regole_base,1,5.21,5.21,1,none,30.56,3
student_0032,test_01,test_01_q_08,Derivate,catena,5,9.75,6.8,0,algebra,42.22,2
student_0032,test_01,test_01_q_09,Algebra,equazioni_lineari,4,16.11,-16.11,0,segno,48.76,3
student_0032,test_01,test_01_q_10,Funzioni,grafico,5,7.86,7.38,0,algebra,48.56,2
student_0032,test_01,test_01_q_11,Fisica_Dinamica,newton,2,11.83,11.83,1,none,41.77,2
student_0032,test_01,test_01_q_12,Derivate,prodotto,1,12.15,12.15,1,none,33.32,3
student_0032,test_01,test_01_q_13,Fisica_Energia,conservazione,2,7.44,6.12,0,concetto,44.37,2
student_0032,test_01,test_01_q_14,Fisica_Energia,conservazione,2,13.08,13.08,1,none,35.26,3
student_0032,test_01,test_01_q_15,Fisica_Dinamica,newton,3,5.8,5.8,1,none,36.32,2
student_0032,test_01,test_01_q_16,Algebra,segni,2,13.25,-13.25,0,segno,24.42,3
student_0032,test_01,test_01_q_17,Fisica_Energia,energia_cinetica,1,4.14,4.14,1,none,22.57,3
student_0032,test_01,test_01_q_18,Fisica_Energia,lavoro,2,6.67,-6.67,0,segno,36.56,2
student_0032,test_01,test_01_q_19,Derivate,catena,5,11.09,9.77,0,formula,49.06,2
student_0032,test_01,test_01_q_20,Funzioni,dominio,4,11.12,11.12,1,none,38.94,3
student_0032,test_01,test_01_q_21,Fisica_Energia,lavoro,5,11.45,15.48,0,distrazione,45.0,2
student_0032,test_01,test_01_q_22,Algebra,equazioni_lineari,4,2.71,2.04,0,algebra,44.95,3
student_0032,test_01,test_01_q_23,Funzioni,composizione,3,6.81,6.42,0,formula,26.7,2
student_0032,test_01,test_01_q_24,Derivate,regole_base,1,17.47,17.47,1,none,20.31,3
student_0032,test_01,test_01_q_25,Derivate,catena,4,1.59,-0.93,0,concetto,40.71,2
student_0032,test_02,test_02_q_01,Derivate,regole_base,4,10.81,10.81,1,none,40.96,3
student_0032,test_02,test_02_q_02,Derivate,prodotto,1,13.97,17.84,0,formula,30.0,2
student_0032,test_02,test_02_q_03,Derivate,prodotto,1,7.69,7.69,1,none,34.77,3
student_0032,test_02,test_02_q_04,Fisica_Energia,lavoro,2,3.62,3.62,1,none,27.79,3
student_0032,test_02,test_02_q_05,Derivate,regole_base,2,5.4,5.4,1,none,30.99,3
student_0032,test_02,test_02_q_06,Fisica_Energia,lavoro,5,13.45,11.42,0,algebra,44.5,2
student_0032,test_02,test_02_q_07,Funzioni,dominio,3,10.79,10.79,1,none,45.62,3
student_0032,test_02,test_02_q_08,Fisica_Energia,energia_cinetica,3,12.28,12.12,0,formula,47.08,2
student_0032,test_02,test_02_q_09,Derivate,regole_base,1,8.18,8.18,1,none,25.92,3
student_0032,test_02,test_02_q_10,Algebra,frazioni,4,12.43,12.43,1,none,42.0,4
student_0032,test_02,test_02_q_11,Fisica_Dinamica,forze,1,10.06,10.06,1,none,30.06,2
student_0032,test_02,test_02_q_12,Fisica_Energia,lavoro,3,13.33,13.36,0,concetto,38.94,2
student_0032,test_02,test_02_q_13,Fisica_Dinamica,newton,2,7.88,7.88,1,none,34.78,2
student_0032,test_02,test_02_q_14,Fisica_Dinamica,attrito,4,2.76,-8.31,0,concetto,43.05,1
student_0032,test_02,test_02_q_15,Funzioni,grafico,1,5.01,5.01,1,none,35.24,3
student_0032,test_02,test_02_q_16,Funzioni,composizione,3,8.11,8.11,1,none,50.55,3
student_0032,test_02,test_02_q_17,Fisica_Dinamica,forze,5,8.22,9.66,0,concetto,48.18,1
student_0032,test_02,test_02_q_18,Funzioni,composizione,4,8.97,8.97,1,none,29.83,3
student_0032,test_02,test_02_q_19,Derivate,regole_base,1,8.3,8.3,1,none,31.61,3
student_0032,test_02,test_02_q_20,Algebra,segni,4,12.17,13.92,0,algebra,20.95,3
student_0032,test_02,test_02_q_21,Funzioni,composizione,3,7.03,-7.03,0,segno,36.02,2
student_0032,test_02,test_02_q_22,Derivate,catena,1,7.35,7.35,1,none,33.03,3
student_0032,test_02,test_02_q_23,Fisica_Dinamica,attrito,3,10.11,-10.11,0,segno,37.89,1
student_0032,test_02,test_02_q_24,Algebra,scomposizione,1,4.88,4.88,1,none,26.37,4
student_0032,test_02,test_02_q_25,Fisica_Dinamica,forze,3,11.1,11.1,1,none,48.41,2
student_0032,test_03,test_03_q_01,Algebra,segni,1,11.78,11.78,1,none,17.56,4
student_0032,test_03,test_03_q_02,Funzioni,composizione,1,4.06,4.06,1,none,36.16,3
student_0032,test_03,test_03_q_03,Fisica_Dinamica,newton,2,8.05,8.05,1,none,30.74,2
student_0032,test_03,test_03_q_04,Fisica_Energia,energia_cinetica,2,13.18,13.18,1,none,49.27,3
student_0032,test_03,test_03_q_05,Funzioni,dominio,1,4.92,4.92,1,none,37.43,3
student_0032,test_03,test_03_q_06,Fisica_Energia,energia_cinetica,4,14.19,14.27,0,distrazione,30.55,2
student_0032,test_03,test_03_q_07,Funzioni,grafico,4,12.07,12.07,1,none,35.48,3
student_0032,test_03,test_03_q_08,Derivate,regole_base,3,-0.66,-0.41,0,formula,40.96,2
student_0032,test_03,test_03_q_09,Fisica_Energia,lavoro,5,7.92,5.68,0,distrazione,33.0,2
student_0032,test_03,test_03_q_10,Funzioni,composizione,3,9.3,10.84,0,concetto,29.88,2
student_0032,test_03,test_03_q_11,Funzioni,composizione,1,9.21,9.21,1,none,23.8,3
student_0032,test_03,test_03_q_12,Fisica_Energia,lavoro,3,1.63,1.63,1,none,42.41,3
student_0032,test_03,test_03_q_13,Fisica_Dinamica,forze,1,11.4,11.4,1,none,38.98,2
student_0032,test_03,test_03_q_14,Funzioni,composizione,4,10.65,-10.65,0,segno,36.54,2
student_0032,test_03,test_03_q_15,Funzioni,dominio,4,4.08,2.63,0,algebra,21.12,2
student_0032,test_03,test_03_q_16,Fisica_Energia,lavoro,1,6.37,6.37,1,none,28.52,3
student_0032,test_03,test_03_q_17,Derivate,prodotto,2,14.19,14.19,1,none,46.38,3
student_0032,test_03,test_03_q_18,Fisica_Energia,conservazione,2,14.66,14.66,1,none,27.62,3
student_0032,test_03,test_03_q_19,Fisica_Dinamica,newton,4,9.8,10.77,0,formula,57.93,1
student_0032,test_03,test_03_q_20,Derivate,catena,5,12.23,5.29,0,concetto,55.89,2
student_0032,test_03,test_03_q_21,Derivate,regole_base,2,3.61,3.21,0,formula,21.88,2
student_0032,test_03,test_03_q_22,Derivate,regole_base,5,17.9,23.25,0,formula,42.87,2
student_0032,test_03,test_03_q_23,Fisica_Energia,conservazione,2,11.43,20.37,0,concetto,37.32,2
student_0032,test_03,test_03_q_24,Fisica_Energia,energia_cinetica,2,11.1,11.1,1,none,29.79,3
student_0032,test_03,test_03_q_25,Funzioni,grafico,3,12.14,12.14,1,none,28.56,3
student_0033,test_01,test_01_q_01,Algebra,equazioni_lineari,4,13.75,-13.75,0,segno,56.93,2
student_0033,test_01,test_01_q_02,Derivate,regole_base,4,0.24,0.26,0,formula,53.3,2
student_0033,test_01,test_01_q_03,Derivate,catena,4,8.42,8.42,1,none,47.6,3
student_0033,test_01,test_01_q_04,Fisica_Dinamica,attrito,1,5.73,5.73,1,none,49.8,3
student_0033,test_01,test_01_q_05,Derivate,prodotto,1,10.33,10.33,1,none,39.99,3
student_0033,test_01,test_01_q_06,Fisica_Energia,energia_cinetica,5,12.34,-12.34,0,segno,65.12,1
student_0033,test_01,test_01_q_07,Derivate,regole_base,1,5.21,5.21,1,none,31.24,3
student_0033,test_01,test_01_q_08,Derivate,catena,5,9.75,9.2,0,concetto,48.91,2
student_0033,test_01,test_01_q_09,Algebra,equazioni_lineari,4,16.11,16.11,1,none,44.1,3
student_0033,test_01,test_01_q_10,Funzioni,grafico,5,7.86,8.66,0,distrazione,61.79,2
student_0033,test_01,test_01_q_11,Fisica_Dinamica,newton,2,11.83,5.13,0,concetto,61.67,2
student_0033,test_01,test_01_q_12,Derivate,prodotto,1,12.15,11.16,0,formula,32.72,2
student_0033,test_01,test_01_q_13,Fisica_Energia,conservazione,2,7.44,6.48,0,concetto,43.42,1
student_0033,test_01,test_01_q_14,Fisica_Energia,conservazione,2,13.08,9.62,0,concetto,39.49,1
student_0033,test_01,test_01_q_15,Fisica_Dinamica,newton,3,5.8,5.8,1,none,43.53,3
student_0033,test_01,test_01_q_16,Algebra,segni,2,13.25,13.25,1,none,49.27,3
student_0033,test_01,test_01_q_17,Fisica_Energia,energia_cinetica,1,4.14,4.14,1,none,29.35,2
student_0033,test_01,test_01_q_18,Fisica_Energia,lavoro,2,6.67,6.67,1,none,53.56,2
student_0033,test_01,test_01_q_19,Derivate,catena,5,11.09,11.78,0,concetto,60.8,2
student_0033,test_01,test_01_q_20,Funzioni,dominio,4,11.12,11.52,0,formula,62.94,2
student_0033,test_01,test_01_q_21,Fisica_Energia,lavoro,5,11.45,15.34,0,concetto,57.31,1
student_0033,test_01,test_01_q_22,Algebra,equazioni_lineari,4,2.71,-2.71,0,segno,52.86,2
student_0033,test_01,test_01_q_23,Funzioni,composizione,3,6.81,6.81,1,none,52.36,2
student_0033,test_01,test_01_q_24,Derivate,regole_base,1,17.47,17.47,1,none,27.06,3
student_0033,test_01,test_01_q_25,Derivate,catena,4,1.59,-1.59,0,segno,50.71,2
student_0033,test_02,test_02_q_01,Derivate,regole_base,4,10.81,8.6,0,formula,69.21,2
student_0033,test_02,test_02_q_02,Derivate,prodotto,1,13.97,13.97,1,none,39.98,3
student_0033,test_02,test_02_q_03,Derivate,prodotto,1,7.69,8.25,0,formula,45.61,2
student_0033,test_02,test_02_q_04,Fisica_Energia,lavoro,2,3.62,2.18,0,formula,27.59,1
student_0033,test_02,test_02_q_05,Derivate,regole_base,2,5.4,5.4,1,none,35.09,3
student_0033,test_02,test_02_q_06,Fisica_Energia,lavoro,5,13.45,16.91,0,concetto,68.76,1
student_0033,test_02,test_02_q_07,Funzioni,dominio,3,10.79,14.05,0,algebra,68.08,2
student_0033,test_02,test_02_q_08,Fisica_Energia,energia_cinetica,3,12.28,7.83,0,concetto,54.36,1
student_0033,test_02,test_02_q_09,Derivate,regole_base,1,8.18,8.18,1,none,33.69,3
student_0033,test_02,test_02_q_10,Algebra,frazioni,4,12.43,13.31,0,formula,44.53,2
student_0033,test_02,test_02_q_11,Fisica_Dinamica,forze,1,10.06,10.06,1,none,28.63,3
student_0033,test_02,test_02_q_12,Fisica_Energia,lavoro,3,13.33,8.61,0,concetto,59.98,1
student_0033,test_02,test_02_q_13,Fisica_Dinamica,newton,2,7.88,6.71,0,concetto,44.28,2
student_0033,test_02,test_02_q_14,Fisica_Dinamica,attrito,4,2.76,-2.76,0,segno,62.19,2
student_0033,test_02,test_02_q_15,Funzioni,grafico,1,5.01,5.01,1,none,43.1,2
student_0033,test_02,test_02_q_16,Funzioni,composizione,3,8.11,8.11,1,none,57.2,2
student_0033,test_02,test_02_q_17,Fisica_Dinamica,forze,5,8.22,4.99,0,formula,74.67,2
student_0033,test_02,test_02_q_18,Funzioni,composizione,4,8.97,5.27,0,concetto,46.14,2
