student_id,topic,error_type,error_share
student_0032,Funzioni,none,0.625
student_0032,Funzioni,segno,0.125
student_0033,Algebra,formula,0.125
student_0033,Algebra,none,0.625
student_0033,Algebra,segno,0.25
student_0033,Derivate,algebra,0.0952
student_0033,Derivate,concetto,0.1429
student_0033,Derivate,formula,0.2381
student_0033,Derivate,none,0.4762
student_0033,Derivate,segno,0.0476
student_0033,Fisica_Dinamica,concetto,0.25
student_0033,Fisica_Dinamica,distrazione,0.0833
student_0033,Fisica_Dinamica,formula,0.0833
student_0033,Fisica_Dinamica,none,0.5
student_0033,Fisica_Dinamica,segno,0.0833
student_0033,Fisica_Energia,concetto,0.5
student_0033,Fisica_Energia,formula,0.1111
student_0033,Fisica_Energia,none,0.3333
student_0033,Fisica_Energia,segno,0.0556
student_0033,Funzioni,algebra,0.125
student_0033,Funzioni,concetto,0.0625
student_0033,Funzioni,distrazione,0.125
student_0033,Funzioni,formula,0.125
student_0033,Funzioni,none,0.5
student_0033,Funzioni,segno,0.0625
student_0034,Algebra,algebra,0.625
student_0034,Algebra,none,0.25
student_0034,Algebra,segno,0.125
student_0034,Derivate,algebra,0.1905
student_0034,Derivate,concetto,0.0952
student_0034,Derivate,formula,0.1429
student_0034,Derivate,none,0.5714
student_0034,Fisica_Dinamica,algebra,0.0833
student_0034,Fisica_Dinamica,concetto,0.25
student_0034,Fisica_Dinamica,formula,0.0833
student_0034,Fisica_Dinamica,none,0.5833
student_0034,Fisica_Energia,concetto,0.3333
student_0034,Fisica_Energia,formula,0.2222
student_0034,Fisica_Energia,none,0.4444
student_0034,Funzioni,algebra,0.0625
student_0034,Funzioni,distrazione,0.25
student_0034,Funzioni,formula,0.0625
student_0034,Funzioni,none,0.5
student_0034,Funzioni,segno,0.125
student_0035,Algebra,algebra,0.125
student_0035,Algebra,formula,0.125
student_0035,Algebra,none,0.75
student_0035,Derivate,algebra,0.0476
student_0035,Derivate,concetto,0.0476
student_0035,Derivate,distrazione,0.0476
student_0035,Derivate,formula,0.0476
student_0035,Derivate,none,0.7619
student_0035,Derivate,segno,0.0476
student_0035,Fisica_Dinamica,concetto,0.25
student_0035,Fisica_Dinamica,formula,0.1667
student_0035,Fisica_Dinamica,none,0.5833
student_0035,Fisica_Energia,algebra,0.0556
student_0035,Fisica_Energia,concetto,0.3889
student_0035,Fisica_Energia,distrazione,0.0556
student_0035,Fisica_Energia,formula,0.0556
student_0035,Fisica_Energia,none,0.3889
student_0035,Fisica_Energia,segno,0.0556
student_0035,Funzioni,algebra,0.125
student_0035,Funzioni,concetto,0.125
student_0035,Funzioni,formula,0.0625
student_0035,Funzioni,none,0.6875
student_0036,Algebra,algebra,0.375
student_0036,Algebra,formula,0.125
student_0036,Algebra,none,0.25
student_0036,Algebra,segno,0.25
student_0036,Derivate,algebra,0.0952
student_0036,Derivate,concetto,0.0952
student_0036,Derivate,distrazione,0.0476
student_0036,Derivate,formula,0.1429
student_0036,Derivate,none,0.5714
student_0036,Derivate,segno,0.0476
student_0036,Fisica_Dinamica,algebra,0.0833
student_0036,Fisica_Dinamica,concetto,0.1667
student_0036,Fisica_Dinamica,formula,0.0833
student_0036,Fisica_Dinamica,none,0.5833
student_0036,Fisica_Dinamica,segno,0.0833
student_0036,Fisica_Energia,algebra,0.0556
student_0036,Fisica_Energia,concetto,0.3889
student_0036,Fisica_Energia,distrazione,0.1111
student_0036,Fisica_Energia,none,0.3889
student_0036,Fisica_Energia,segno,0.0556
student_0036,Funzioni,concetto,0.125
student_0036,Funzioni,distrazione,0.0625
student_0036,Funzioni,formula,0.125
student_0036,Funzioni,none,0.6875
student_0037,Algebra,concetto,0.25
student_0037,Algebra,distrazione,0.125
student_0037,Algebra,none,0.625
student_0037,Derivate,algebra,0.0476
student_0037,Derivate,concetto,0.1429
student_0037,Derivate,distrazione,0.0952
student_0037,Derivate,formula,0.2381
student_0037,Derivate,none,0.4286
student_0037,Derivate,segno,0.0476
student_0037,Fisica_Dinamica,concetto,0.25
student_0037,Fisica_Dinamica,formula,0.1667
student_0037,Fisica_Dinamica,none,0.5833
student_0037,Fisica_Energia,algebra,0.0556
student_0037,Fisica_Energia,concetto,0.3333
student_0037,Fisica_Energia,formula,0.1111
student_0037,Fisica_Energia,none,0.5
student_0037,Funzioni,algebra,0.125
student_0037,Funzioni,concetto,0.25
student_0037,Funzioni,distrazione,0.0625
student_0037,Funzioni,formula,0.0625
student_0037,Funzioni,none,0.375
student_0037,Funzioni,segno,0.125
student_0038,Algebra,algebra,0.125
student_0038,Algebra,concetto,0.125
student_0038,Algebra,distrazione,0.125
student_0038,Algebra,none,0.5
student_0038,Algebra,segno,0.125
student_0038,Derivate,algebra,0.1429
student_0038,Derivate,concetto,0.1905
student_0038,Derivate,formula,0.1905
student_0038,Derivate,none,0.4762
student_0038,Fisica_Dinamica,concetto,0.1667
student_0038,Fisica_Dinamica,formula,0.1667
student_0038,Fisica_Dinamica,none,0.5833
student_0038,Fisica_Dinamica,segno,0.0833
student_0038,Fisica_Energia,algebra,0.1111
student_0038,Fisica_Energia,concetto,0.2778
student_0038,Fisica_Energia,distrazione,0.0556
student_0038,Fisica_Energia,formula,0.1111
student_0038,Fisica_Energia,none,0.4444
student_0038,Funzioni,concetto,0.25
student_0038,Funzioni,distrazione,0.0625
student_0038,Funzioni,formula,0.1875
student_0038,Funzioni,none,0.5
student_0039,Algebra,algebra,0.25
student_0039,Algebra,concetto,0.125
student_0039,Algebra,formula,0.125
student_0039,Algebra,none,0.375
student_0039,Algebra,segno,0.125
student_0039,Derivate,distrazione,0.0476
student_0039,Derivate,formula,0.0952
student_0039,Derivate,none,0.7619
student_0039,Derivate,segno,0.0952
student_0039,Fisica_Dinamica,algebra,0.0833
student_0039,Fisica_Dinamica,concetto,0.1667
student_0039,Fisica_Dinamica,distrazione,0.0833
student_0039,Fisica_Dinamica,formula,0.0833
student_0039,Fisica_Dinamica,none,0.5833
student_0039,Fisica_Energia,concetto,0.2222
student_0039,Fisica_Energia,distrazione,0.1667
student_0039,Fisica_Energia,formula,0.1111
student_0039,Fisica_Energia,none,0.5
student_0039,Funzioni,algebra,0.125
student_0039,Funzioni,concetto,0.0625
student_0039,Funzioni,distrazione,0.125
student_0039,Funzioni,formula,0.125
student_0039,Funzioni,none,0.5625
student_0040,Algebra,concetto,0.125
student_0040,Algebra,distrazione,0.125
student_0040,Algebra,none,0.625
student_0040,Algebra,segno,0.125
student_0040,Derivate,concetto,0.0952
student_0040,Derivate,formula,0.2381
student_0040,Derivate,none,0.619
student_0040,Derivate,segno,0.0476
student_0040,Fisica_Dinamica,concetto,0.1667
student_0040,Fisica_Dinamica,distrazione,0.0833
student_0040,Fisica_Dinamica,none,0.75
student_0040,Fisica_Energia,algebra,0.0556
student_0040,Fisica_Energia,concetto,0.2222
student_0040,Fisica_Energia,distrazione,0.2778
student_0040,Fisica_Energia,formula,0.1667
student_0040,Fisica_Energia,none,0.2778
student_0040,Funzioni,concetto,0.125
student_0040,Funzioni,distrazione,0.125
student_0040,Funzioni,none,0.625
student_0040,Funzioni,segno,0.125
student_0041,Algebra,algebra,0.125
student_0041,Algebra,none,0.75
student_0041,Algebra,segno,0.125
student_0041,Derivate,algebra,0.0476
student_0041,Derivate,concetto,0.0476
student_0041,Derivate,distrazione,0.0952
student_0041,Derivate,formula,0.0952
student_0041,Derivate,none,0.5714
student_0041,Derivate,segno,0.1429
student_0041,Fisica_Dinamica,concetto,0.0833
student_0041,Fisica_Dinamica,formula,0.0833
student_0041,Fisica_Dinamica,none,0.8333
student_0041,Fisica_Energia,algebra,0.0556
student_0041,Fisica_Energia,concetto,0.2222
student_0041,Fisica_Energia,distrazione,0.0556
student_0041,Fisica_Energia,formula,0.1111
student_0041,Fisica_Energia,none,0.5556
student_0041,Funzioni,algebra,0.125
student_0041,Funzioni,concetto,0.25
student_0041,Funzioni,distrazione,0.125
student_0041,Funzioni,none,0.4375
student_0041,Funzioni,segno,0.0625
student_0042,Algebra,none,0.875
student_0042,Algebra,segno,0.125
student_0042,Derivate,concetto,0.0476
student_0042,Derivate,distrazione,0.0476
student_0042,Derivate,formula,0.0476
student_0042,Derivate,none,0.8095
student_0042,Derivate,segno,0.0476
student_0042,Fisica_Dinamica,concetto,0.25
student_0042,Fisica_Dinamica,none,0.75
student_0042,Fisica_Energia,concetto,0.2222
student_0042,Fisica_Energia,distrazione,0.0556
student_0042,Fisica_Energia,formula,0.0556
student_0042,Fisica_Energia,none,0.6111
student_0042,Fisica_Energia,segno,0.0556
student_0042,Funzioni,algebra,0.1875
student_0042,Funzioni,concetto,0.1875
student_0042,Funzioni,formula,0.125
student_0042,Funzioni,none,0.4375
student_0042,Funzioni,segno,0.0625
student_0043,Algebra,none,0.875
student_0043,Algebra,segno,0.125
student_0043,Derivate,concetto,0.1905
student_0043,Derivate,distrazione,0.0952
student_0043,Derivate,formula,0.0952
student_0043,Derivate,none,0.619
student_0043,Fisica_Dinamica,concetto,0.25
student_0043,Fisica_Dinamica,distrazione,0.0833
student_0043,Fisica_Dinamica,none,0.6667
student_0043,Fisica_Energia,concetto,0.2222
student_0043,Fisica_Energia,distrazione,0.0556
student_0043,Fisica_Energia,formula,0.1667
student_0043,Fisica_Energia,none,0.5556
student_0043,Funzioni,algebra,0.1875
student_0043,Funzioni,distrazione,0.0625
student_0043,Funzioni,none,0.6875
student_0043,Funzioni,segno,0.0625
student_0044,Algebra,algebra,0.125
student_0044,Algebra,distrazione,0.25
student_0044,Algebra,none,0.375
student_0044,Algebra,segno,0.25
student_0044,Derivate,algebra,0.0476
student_0044,Derivate,formula,0.2857
student_0044,Derivate,none,0.619
student_0044,Derivate,segno,0.0476
student_0044,Fisica_Dinamica,concetto,0.3333
student_0044,Fisica_Dinamica,distrazione,0.0833
student_0044,Fisica_Dinamica,none,0.5833
student_0044,Fisica_Energia,concetto,0.3333
student_0044,Fisica_Energia,formula,0.1111
student_0044,Fisica_Energia,none,0.4444
student_0044,Fisica_Energia,segno,0.1111
student_0044,Funzioni,algebra,0.125
student_0044,Funzioni,concetto,0.125
student_0044,Funzioni,distrazione,0.25
student_0044,Funzioni,formula,0.0625
student_0044,Funzioni,none,0.25
student_0044,Funzioni,segno,0.1875
student_0045,Algebra,algebra,0.25
student_0045,Algebra,distrazione,0.25
student_0045,Algebra,formula,0.25
student_0045,Algebra,segno,0.25
student_0045,Derivate,algebra,0.0476
student_0045,Derivate,concetto,0.0476
student_0045,Derivate,distrazione,0.0476
student_0045,Derivate,formula,0.0952
student_0045,Derivate,none,0.7619
student_0045,Fisica_Dinamica,concetto,0.1667
student_0045,Fisica_Dinamica,distrazione,0.0833
student_0045,Fisica_Dinamica,formula,0.1667
student_0045,Fisica_Dinamica,none,0.5833
student_0045,Fisica_Energia,algebra,0.0556
student_0045,Fisica_Energia,concetto,0.3333
student_0045,Fisica_Energia,distrazione,0.0556
student_0045,Fisica_Energia,none,0.5
student_0045,Fisica_Energia,segno,0.0556
student_0045,Funzioni,algebra,0.125
student_0045,Funzioni,concetto,0.3125
student_0045,Funzioni,distrazione,0.1875
student_0045,Funzioni,formula,0.0625
student_0045,Funzioni,none,0.1875
student_0045,Funzioni,segno,0.125
student_0046,Algebra,distrazione,0.25
student_0046,Algebra,formula,0.25
student_0046,Algebra,none,0.375
student_0046,Algebra,segno,0.125
student_0046,Derivate,algebra,0.0952
student_0046,Derivate,distrazione,0.0952
student_0046,Derivate,formula,0.1429
student_0046,Derivate,none,0.6667
student_0046,Fisica_Dinamica,algebra,0.0833
student_0046,Fisica_Dinamica,concetto,0.3333
student_0046,Fisica_Dinamica,none,0.5833
student_0046,Fisica_Energia,concetto,0.1667
student_0046,Fisica_Energia,distrazione,0.1667
student_0046,Fisica_Energia,none,0.6667
student_0046,Funzioni,concetto,0.1875
student_0046,Funzioni,none,0.75
student_0046,Funzioni,segno,0.0625
student_0047,Algebra,distrazione,0.375
student_0047,Algebra,formula,0.125
student_0047,Algebra,none,0.5
student_0047,Derivate,algebra,0.0476
student_0047,Derivate,concetto,0.0952
student_0047,Derivate,distrazione,0.0476
student_0047,Derivate,formula,0.1429
student_0047,Derivate,none,0.4762
student_0047,Derivate,segno,0.1905
student_0047,Fisica_Dinamica,concetto,0.3333
student_0047,Fisica_Dinamica,formula,0.1667
student_0047,Fisica_Dinamica,none,0.5
student_0047,Fisica_Energia,algebra,0.0556
student_0047,Fisica_Energia,concetto,0.1111
student_0047,Fisica_Energia,formula,0.2222
student_0047,Fisica_Energia,none,0.6111
student_0047,Funzioni,algebra,0.1875
student_0047,Funzioni,concetto,0.125
student_0047,Funzioni,distrazione,0.3125
student_0047,Funzioni,none,0.375
student_0048,Algebra,algebra,0.25
student_0048,Algebra,none,0.375
student_0048,Algebra,segno,0.375
student_0048,Derivate,algebra,0.0952
student_0048,Derivate,formula,0.0952
student_0048,Derivate,none,0.6667
student_0048,Derivate,segno,0.1429
student_0048,Fisica_Dinamica,algebra,0.1667
student_0048,Fisica_Dinamica,concetto,0.25
student_0048,Fisica_Dinamica,formula,0.25
student_0048,Fisica_Dinamica,none,0.3333
student_0048,Fisica_Energia,concetto,0.1111
student_0048,Fisica_Energia,distrazione,0.0556
student_0048,Fisica_Energia,formula,0.1111
student_0048,Fisica_Energia,none,0.7222
student_0048,Funzioni,concetto,0.0625
student_0048,Funzioni,distrazione,0.25
student_0048,Funzioni,formula,0.1875
student_0048,Funzioni,none,0.5
student_0049,Algebra,algebra,0.25
student_0049,Algebra,none,0.5
student_0049,Algebra,segno,0.25
student_0049,Derivate,algebra,0.0952
student_0049,Derivate,concetto,0.1905
student_0049,Derivate,distrazione,0.0952
student_0049,Derivate,formula,0.1429
student_0049,Derivate,none,0.3333
student_0049,Derivate,segno,0.1429
student_0049,Fisica_Dinamica,concetto,0.3333
student_0049,Fisica_Dinamica,formula,0.0833
student_0049,Fisica_Dinamica,none,0.5
student_0049,Fisica_Dinamica,segno,0.0833
student_0049,Fisica_Energia,algebra,0.0556
student_0049,Fisica_Energia,concetto,0.1667
student_0049,Fisica_Energia,distrazione,0.0556
student_0049,Fisica_Energia,formula,0.1667
student_0049,Fisica_Energia,none,0.5556
student_0049,Funzioni,algebra,0.0625
student_0049,Funzioni,concetto,0.25
student_0049,Funzioni,distrazione,0.125
student_0049,Funzioni,formula,0.0625
student_0049,Funzioni,none,0.5
student_0050,Algebra,distrazione,0.125
student_0050,Algebra,formula,0.125
student_0050,Algebra,none,0.25
student_0050,Algebra,segno,0.5
student_0050,Derivate,algebra,0.0476
student_0050,Derivate,concetto,0.1905
student_0050,Derivate,distrazione,0.0476
student_0050,Derivate,formula,0.1905
student_0050,Derivate,none,0.4762
student_0050,Derivate,segno,0.0476
student_0050,Fisica_Dinamica,algebra,0.0833
student_0050,Fisica_Dinamica,concetto,0.1667
student_0050,Fisica_Dinamica,formula,0.0833
student_0050,Fisica_Dinamica,none,0.6667
student_0050,Fisica_Energia,algebra,0.0556
student_0050,Fisica_Energia,concetto,0.2222
student_0050,Fisica_Energia,distrazione,0.1111
student_0050,Fisica_Energia,formula,0.1111
student_0050,Fisica_Energia,none,0.5
student_0050,Funzioni,concetto,0.0625
student_0050,Funzioni,distrazione,0.125
student_0050,Funzioni,formula,0.0625
student_0050,Funzioni,none,0.6875
student_0050,Funzioni,segno,0.0625
student_0051,Algebra,concetto,0.125
student_0051,Algebra,none,0.75
student_0051,Algebra,segno,0.125
student_0051,Derivate,algebra,0.1905
student_0051,Derivate,concetto,0.0476
student_0051,Derivate,distrazione,0.0476
student_0051,Derivate,formula,0.2381
student_0051,Derivate,none,0.4286
student_0051,Derivate,segno,0.0476
student_0051,Fisica_Dinamica,algebra,0.1667
student_0051,Fisica_Dinamica,concetto,0.3333
student_0051,Fisica_Dinamica,distrazione,0.0833
student_0051,Fisica_Dinamica,formula,0.0833
student_0051,Fisica_Dinamica,none,0.25
student_0051,Fisica_Dinamica,segno,0.0833
student_0051,Fisica_Energia,concetto,0.2778
student_0051,Fisica_Energia,formula,0.1111
student_0051,Fisica_Energia,none,0.5556
student_0051,Fisica_Energia,segno,0.0556
student_0051,Funzioni,concetto,0.125
student_0051,Funzioni,distrazione,0.0625
student_0051,Funzioni,formula,0.25
student_0051,Funzioni,none,0.3125
student_0051,Funzioni,segno,0.25
student_0052,Algebra,algebra,0.125
student_0052,Algebra,none,0.25
student_0052,Algebra,segno,0.625
student_0052,Derivate,algebra,0.0952
student_0052,Derivate,concetto,0.1429
student_0052,Derivate,distrazione,0.0476
student_0052,Derivate,formula,0.2857
student_0052,Derivate,none,0.3333
student_0052,Derivate,segno,0.0952
student_0052,Fisica_Dinamica,formula,0.1667
student_0052,Fisica_Dinamica,none,0.75
student_0052,Fisica_Dinamica,segno,0.0833
student_0052,Fisica_Energia,algebra,0.1111
student_0052,Fisica_Energia,concetto,0.1667
student_0052,Fisica_Energia,distrazione,0.1111
student_0052,Fisica_Energia,formula,0.0556
student_0052,Fisica_Energia,none,0.5556
student_0052,Funzioni,algebra,0.25
student_0052,Funzioni,distrazione,0.0625
student_0052,Funzioni,formula,0.1875
student_0052,Funzioni,none,0.375
student_0052,Funzioni,segno,0.125
student_0053,Algebra,algebra,0.125
student_0053,Algebra,distrazione,0.5
student_0053,Algebra,none,0.375
student_0053,Derivate,algebra,0.0952
student_0053,Derivate,concetto,0.0476
student_0053,Derivate,distrazione,0.0476
student_0053,Derivate,none,0.7619
student_0053,Derivate,segno,0.0476
student_0053,Fisica_Dinamica,concetto,0.25
student_0053,Fisica_Dinamica,formula,0.0833
student_0053,Fisica_Dinamica,none,0.6667
student_0053,Fisica_Energia,algebra,0.0556
student_0053,Fisica_Energia,concetto,0.1667
student_0053,Fisica_Energia,distrazione,0.0556
student_0053,Fisica_Energia,formula,0.1111
student_0053,Fisica_Energia,none,0.6111
student_0053,Funzioni,algebra,0.3125
student_0053,Funzioni,concetto,0.1875
student_0053,Funzioni,distrazione,0.0625
student_0053,Funzioni,formula,0.0625
student_0053,Funzioni,none,0.25
student_0053,Funzioni,segno,0.125
student_0054,Algebra,concetto,0.125
student_0054,Algebra,none,0.5
student_0054,Algebra,segno,0.375
student_0054,Derivate,concetto,0.1905
student_0054,Derivate,distrazione,0.0476
student_0054,Derivate,formula,0.2857
student_0054,Derivate,none,0.3333
student_0054,Derivate,segno,0.1429
student_0054,Fisica_Dinamica,concetto,0.1667
student_0054,Fisica_Dinamica,formula,0.1667
student_0054,Fisica_Dinamica,none,0.5833
student_0054,Fisica_Dinamica,segno,0.0833
student_0054,Fisica_Energia,concetto,0.1111
student_0054,Fisica_Energia,formula,0.1667
student_0054,Fisica_Energia,none,0.6667
student_0054,Fisica_Energia,segno,0.0556
student_0054,Funzioni,algebra,0.125
student_0054,Funzioni,concetto,0.125
student_0054,Funzioni,distrazione,0.25
student_0054,Funzioni,none,0.5
student_0055,Algebra,algebra,0.125
student_0055,Algebra,concetto,0.25
student_0055,Algebra,distrazione,0.125
student_0055,Algebra,formula,0.125
student_0055,Algebra,none,0.375
student_0055,Derivate,algebra,0.0952
student_0055,Derivate,concetto,0.0952
student_0055,Derivate,distrazione,0.1429
student_0055,Derivate,formula,0.1429
student_0055,Derivate,none,0.381
student_0055,Derivate,segno,0.1429
student_0055,Fisica_Dinamica,concetto,0.1667
student_0055,Fisica_Dinamica,formula,0.0833
student_0055,Fisica_Dinamica,none,0.75
student_0055,Fisica_Energia,algebra,0.1667
student_0055,Fisica_Energia,concetto,0.1667
student_0055,Fisica_Energia,distrazione,0.0556
student_0055,Fisica_Energia,formula,0.1111
student_0055,Fisica_Energia,none,0.4444
student_0055,Fisica_Energia,segno,0.0556
student_0055,Funzioni,algebra,0.1875
student_0055,Funzioni,concetto,0.125
student_0055,Funzioni,distrazione,0.125
student_0055,Funzioni,formula,0.1875
student_0055,Funzioni,none,0.25
student_0055,Funzioni,segno,0.125
student_0056,Algebra,algebra,0.125
student_0056,Algebra,concetto,0.125
student_0056,Algebra,distrazione,0.125
student_0056,Algebra,none,0.625
student_0056,Derivate,algebra,0.0476
student_0056,Derivate,concetto,0.0952
student_0056,Derivate,formula,0.0952
student_0056,Derivate,none,0.6667
student_0056,Derivate,segno,0.0952
student_0056,Fisica_Dinamica,concetto,0.25
student_0056,Fisica_Dinamica,formula,0.25
student_0056,Fisica_Dinamica,none,0.5
student_0056,Fisica_Energia,algebra,0.1667
student_0056,Fisica_Energia,concetto,0.1667
student_0056,Fisica_Energia,formula,0.0556
student_0056,Fisica_Energia,none,0.5556
student_0056,Fisica_Energia,segno,0.0556
student_0056,Funzioni,algebra,0.125
student_0056,Funzioni,concetto,0.1875
student_0056,Funzioni,distrazione,0.1875
student_0056,Funzioni,none,0.4375
student_0056,Funzioni,segno,0.0625
student_0057,Algebra,algebra,0.125
student_0057,Algebra,distrazione,0.125
student_0057,Algebra,formula,0.125
student_0057,Algebra,none,0.375
student_0057,Algebra,segno,0.25
student_0057,Derivate,algebra,0.1429
student_0057,Derivate,concetto,0.0952
student_0057,Derivate,distrazione,0.0476
student_0057,Derivate,formula,0.2857
student_0057,Derivate,none,0.4286
student_0057,Fisica_Dinamica,concetto,0.1667
student_0057,Fisica_Dinamica,none,0.8333
student_0057,Fisica_Energia,concetto,0.1667
student_0057,Fisica_Energia,formula,0.1111
student_0057,Fisica_Energia,none,0.6667
student_0057,Fisica_Energia,segno,0.0556
student_0057,Funzioni,algebra,0.25
student_0057,Funzioni,concetto,0.25
student_0057,Funzioni,formula,0.125
student_0057,Funzioni,none,0.3125
student_0057,Funzioni,segno,0.0625
student_0058,Algebra,algebra,0.125
student_0058,Algebra,concetto,0.125
student_0058,Algebra,none,0.5
student_0058,Algebra,segno,0.25
student_0058,Derivate,algebra,0.0476
student_0058,Derivate,distrazione,0.0476
student_0058,Derivate,formula,0.3333
student_0058,Derivate,none,0.5714
student_0058,Fisica_Dinamica,concetto,0.5
student_0058,Fisica_Dinamica,formula,0.1667
student_0058,Fisica_Dinamica,none,0.3333
student_0058,Fisica_Energia,distrazione,0.1667
student_0058,Fisica_Energia,formula,0.1667
student_0058,Fisica_Energia,none,0.6667
student_0058,Funzioni,algebra,0.0625
student_0058,Funzioni,concetto,0.0625
student_0058,Funzioni,distrazione,0.0625
student_0058,Funzioni,formula,0.1875
student_0058,Funzioni,none,0.375
student_0058,Funzioni,segno,0.25
student_0059,Algebra,algebra,0.125
student_0059,Algebra,concetto,0.125
student_0059,Algebra,distrazione,0.125
student_0059,Algebra,none,0.375
student_0059,Algebra,segno,0.25
student_0059,Derivate,algebra,0.0952
student_0059,Derivate,concetto,0.1905
student_0059,Derivate,distrazione,0.0476
student_0059,Derivate,formula,0.1429
student_0059,Derivate,none,0.4762
student_0059,Derivate,segno,0.0476
student_0059,Fisica_Dinamica,algebra,0.0833
student_0059,Fisica_Dinamica,concetto,0.4167
student_0059,Fisica_Dinamica,formula,0.0833
student_0059,Fisica_Dinamica,none,0.3333
student_0059,Fisica_Dinamica,segno,0.0833
student_0059,Fisica_Energia,concetto,0.3333
student_0059,Fisica_Energia,distrazione,0.0556
student_0059,Fisica_Energia,formula,0.3889
student_0059,Fisica_Energia,none,0.1667
student_0059,Fisica_Energia,segno,0.0556
student_0059,Funzioni,algebra,0.125
student_0059,Funzioni,concetto,0.0625
student_0059,Funzioni,distrazione,0.375
student_0059,Funzioni,formula,0.25
student_0059,Funzioni,none,0.1875
student_0060,Algebra,algebra,0.375
student_0060,Algebra,none,0.5
student_0060,Algebra,segno,0.125
student_0060,Derivate,algebra,0.0952
student_0060,Derivate,concetto,0.0952
student_0060,Derivate,distrazione,0.0952
student_0060,Derivate,formula,0.1905
student_0060,Derivate,none,0.5238
student_0060,Fisica_Dinamica,algebra,0.0833
student_0060,Fisica_Dinamica,concetto,0.5
student_0060,Fisica_Dinamica,none,0.25
student_0060,Fisica_Dinamica,segno,0.1667
student_0060,Fisica_Energia,concetto,0.3333
student_0060,Fisica_Energia,formula,0.0556
student_0060,Fisica_Energia,none,0.5556
student_0060,Fisica_Energia,segno,0.0556
student_0060,Funzioni,algebra,0.0625
student_0060,Funzioni,concetto,0.0625
student_0060,Funzioni,distrazione,0.3125
student_0060,Funzioni,formula,0.0625
student_0060,Funzioni,none,0.375
student_0060,Funzioni,segno,0.125
student_0061,Algebra,algebra,0.25
student_0061,Algebra,distrazione,0.375
student_0061,Algebra,none,0.375
student_0061,Derivate,algebra,0.0952
student_0061,Derivate,concetto,0.2857
student_0061,Derivate,formula,0.0952
student_0061,Derivate,none,0.5238
student_0061,Fisica_Dinamica,concetto,0.1667
student_0061,Fisica_Dinamica,formula,0.3333
student_0061,Fisica_Dinamica,none,0.5
student_0061,Fisica_Energia,algebra,0.0556
student_0061,Fisica_Energia,concetto,0.2778
student_0061,Fisica_Energia,formula,0.1111
student_0061,Fisica_Energia,none,0.5556
student_0061,Funzioni,algebra,0.1875
student_0061,Funzioni,concetto,0.125
student_0061,Funzioni,distrazione,0.125
student_0061,Funzioni,none,0.4375
student_0061,Funzioni,segno,0.125
student_0062,Algebra,formula,0.125
student_0062,Algebra,none,0.75
student_0062,Algebra,segno,0.125
student_0062,Derivate,algebra,0.0476
student_0062,Derivate,concetto,0.0476
student_0062,Derivate,distrazione,0.0476
student_0062,Derivate,formula,0.0952
student_0062,Derivate,none,0.7619
student_0062,Fisica_Dinamica,concetto,0.3333
student_0062,Fisica_Dinamica,distrazione,0.0833
student_0062,Fisica_Dinamica,formula,0.0833
student_0062,Fisica_Dinamica,none,0.5
student_0062,Fisica_Energia,algebra,0.1111
student_0062,Fisica_Energia,concetto,0.3333
student_0062,Fisica_Energia,distrazione,0.1111
student_0062,Fisica_Energia,none,0.3889
student_0062,Fisica_Energia,segno,0.0556
student_0062,Funzioni,algebra,0.0625
student_0062,Funzioni,concetto,0.0625
student_0062,Funzioni,distrazione,0.125
student_0062,Funzioni,formula,0.125
student_0062,Funzioni,none,0.5625
student_0062,Funzioni,segno,0.0625
student_0063,Algebra,algebra,0.125
student_0063,Algebra,formula,0.125
student_0063,Algebra,none,0.625
student_0063,Algebra,segno,0.125
student_0063,Derivate,algebra,0.0476
student_0063,Derivate,concetto,0.1429
student_0063,Derivate,distrazione,0.0476
student_0063,Derivate,formula,0.1429
student_0063,Derivate,none,0.4762
student_0063,Derivate,segno,0.1429
student_0063,Fisica_Dinamica,concetto,0.25
student_0063,Fisica_Dinamica,formula,0.1667
student_0063,Fisica_Dinamica,none,0.5
student_0063,Fisica_Dinamica,segno,0.0833
student_0063,Fisica_Energia,concetto,0.1667
student_0063,Fisica_Energia,formula,0.0556
student_0063,Fisica_Energia,none,0.7778
student_0063,Funzioni,concetto,0.125
student_0063,Funzioni,formula,0.125
student_0063,Funzioni,none,0.5
student_0063,Funzioni,segno,0.25
student_0064,Algebra,algebra,0.25
student_0064,Algebra,none,0.5
student_0064,Algebra,segno,0.25
student_0064,Derivate,algebra,0.0476
student_0064,Derivate,distrazione,0.0476
student_0064,Derivate,formula,0.2381
student_0064,Derivate,none,0.619
student_0064,Derivate,segno,0.0476
student_0064,Fisica_Dinamica,concetto,0.1667
student_0064,Fisica_Dinamica,distrazione,0.0833
student_0064,Fisica_Dinamica,formula,0.1667
student_0064,Fisica_Dinamica,none,0.5833
student_0064,Fisica_Energia,algebra,0.1111
student_0064,Fisica_Energia,concetto,0.1667
student_0064,Fisica_Energia,distrazione,0.0556
student_0064,Fisica_Energia,formula,0.2222
student_0064,Fisica_Energia,none,0.3889
student_0064,Fisica_Energia,segno,0.0556
student_0064,Funzioni,concetto,0.1875
student_0064,Funzioni,distrazione,0.1875
student_0064,Funzioni,formula,0.1875
student_0064,Funzioni,none,0.3125
student_0064,Funzioni,segno,0.125
student_0065,Algebra,algebra,0.25
student_0065,Algebra,formula,0.125
